,MeanBill,MeanPaid,CurBill_Sept,Risky,CREDIT_RATIO,AGE,EDUCATION,DEFAULT
6324,44667.5,-1.0,12939,No,0.05761,49,graduate school,paid
6325,4041.8333333333335,-0.3333333333333333,636,No,0.04456,51,high school,paid
6326,9778.833333333334,-1.0,997,No,0.5037125,35,university,paid
6327,8122.0,1.3333333333333333,5743,Yes,0.37435,22,university,defaulted
6328,143043.5,0.0,141323,No,0.287096,43,graduate school,paid
6329,52650.5,0.0,71066,No,0.39479285714285717,31,graduate school,paid
6330,264877.3333333333,0.0,455042,No,0.728576,29,university,paid
6331,33926.333333333336,0.3333333333333333,43247,Yes,0.90072,24,university,defaulted
6332,122046.33333333333,0.0,170359,No,1.0500823529411765,60,graduate school,defaulted
6333,156346.66666666666,0.3333333333333333,136838,Yes,0.6465909090909091,44,university,paid
6334,67624.0,2.1666666666666665,63963,Yes,0.9335714285714286,33,university,defaulted
6335,106384.66666666667,0.0,122193,No,0.3038388888888889,34,university,paid
6336,14792.0,-0.16666666666666666,34785,No,0.0,29,graduate school,paid
6337,15454.5,0.6666666666666666,20155,Yes,0.5178,26,high school,paid
6338,1543.0,-0.5,784,No,0.00986,53,high school,paid
6339,6693.333333333333,-0.8333333333333334,1992,No,0.041435,35,university,paid
6340,68378.16666666667,0.0,78401,No,0.961625,25,university,paid
6341,58660.333333333336,0.3333333333333333,77578,Yes,0.6132615384615384,35,graduate school,paid
6342,4781.5,-1.0,6338,No,0.0564,49,graduate school,paid
6343,19187.5,1.6666666666666667,17790,Yes,0.12139333333333334,53,high school,defaulted
6344,7207.5,1.0,4686,Yes,0.02873157894736842,27,university,defaulted
6346,455.0,-0.8333333333333334,390,No,0.004875,31,university,paid
6347,87279.5,1.3333333333333333,82274,Yes,0.30933076923076924,31,university,paid
6348,65317.0,2.0,62423,Yes,0.7978375,34,graduate school,defaulted
6349,0.0,-1.5,0,Yes,0.0,39,graduate school,paid
6350,521.5,-1.0,76,No,0.002973076923076923,43,graduate school,paid
6351,97388.16666666667,0.3333333333333333,94114,Yes,0.37188076923076924,30,graduate school,defaulted
6352,23944.0,1.8333333333333333,24947,Yes,0.49058,33,graduate school,paid
6353,-894.3333333333334,-1.1666666666666667,-8,Yes,0.002386111111111111,46,graduate school,paid
6354,361.5,-2.0,-200,No,-0.001176470588235294,53,graduate school,paid
6355,1466.6666666666667,-0.8333333333333334,0,Yes,0.0,34,university,paid
6356,13157.833333333334,-0.16666666666666666,5195,No,0.30742,26,university,paid
6357,1181.0,0.5,465,Yes,0.0093,40,graduate school,defaulted
6358,7108.166666666667,-0.16666666666666666,29662,Yes,0.01736774193548387,48,graduate school,paid
6359,10173.5,0.0,17541,No,0.37432,27,graduate school,paid
6360,75493.0,0.0,121508,No,0.7105,32,university,paid
6361,66593.33333333333,0.6666666666666666,73073,Yes,0.74739,28,university,defaulted
6362,19798.666666666668,0.5,19844,Yes,0.9619,32,high school,paid
6363,10560.0,0.3333333333333333,11379,Yes,0.07965833333333333,27,graduate school,defaulted
6364,30688.5,0.0,28170,No,1.0865666666666667,59,high school,paid
6365,20160.5,0.3333333333333333,20184,Yes,1.0351,27,high school,defaulted
6367,281.0,-0.3333333333333333,-1279,Yes,-0.012938888888888889,37,university,paid
6368,19963.833333333332,1.0,20936,Yes,0.516175,26,graduate school,paid
6369,24081.0,-0.6666666666666666,49005,No,0.6193875,34,university,paid
6370,54634.5,1.0,113722,Yes,0.9210416666666666,31,university,paid
6371,721.3333333333334,-1.3333333333333333,2480,No,0.00895,22,university,defaulted
6372,14109.666666666666,0.3333333333333333,18271,Yes,0.99285,33,university,paid
6373,99200.5,3.0,101762,Yes,1.02832,52,graduate school,defaulted
6374,608.0,-0.6666666666666666,0,Yes,0.0,45,graduate school,paid
6375,77714.33333333333,0.0,78293,No,0.9944375,29,university,paid
6376,1638.6666666666667,-1.6666666666666667,9682,No,-0.00266,41,graduate school,paid
6377,22311.166666666668,-0.3333333333333333,27594,No,0.9905666666666667,26,high school,paid
6378,445.8333333333333,0.3333333333333333,650,Yes,0.005208333333333333,34,graduate school,defaulted
6379,28776.5,1.3333333333333333,25773,Yes,0.41347142857142855,27,university,defaulted
6380,142137.5,0.0,141346,No,0.9698866666666667,32,university,paid
6381,3273.1666666666665,-0.6666666666666666,0,Yes,0.0,42,university,paid
6382,79418.33333333333,0.5,82891,Yes,1.0124625,30,university,paid
6383,76872.16666666667,0.0,86294,No,0.9823555555555555,29,university,paid
6384,22494.333333333332,0.0,17807,No,0.926,22,university,paid
6385,15728.333333333334,0.0,0,Yes,0.075,36,graduate school,paid
6386,31110.833333333332,1.3333333333333333,30117,Yes,0.61424,29,university,defaulted
6387,137477.5,0.0,273927,No,0.846204,28,graduate school,paid
6388,1386.8333333333333,-1.1666666666666667,0,Yes,0.0,31,graduate school,paid
6389,6280.166666666667,-0.3333333333333333,8286,No,0.9395,40,high school,paid
6390,48959.5,-0.16666666666666666,46006,No,0.30283333333333334,33,university,paid
6391,1494.8333333333333,-1.0,0,Yes,0.0,47,university,paid
6392,8462.5,-0.8333333333333334,5354,No,0.019958333333333335,30,graduate school,defaulted
6393,7202.166666666667,-1.0,42063,No,0.0,34,university,paid
6394,12739.0,0.0,16259,No,0.033391111111111114,37,graduate school,paid
6395,1078.1666666666667,0.0,526,Yes,0.01052,26,graduate school,defaulted
6396,33541.5,0.0,68083,No,0.7260285714285715,24,high school,paid
6397,28536.5,0.0,33490,No,0.44885,26,university,paid
6398,1797.0,-1.0,236,No,0.08648,24,graduate school,paid
6399,28532.0,0.3333333333333333,29742,Yes,1.0088666666666666,33,high school,defaulted
6400,38042.333333333336,0.0,48025,No,0.95222,23,university,paid
6401,55827.833333333336,0.0,68540,No,0.9235,29,university,paid
6402,16596.5,0.0,14720,No,0.31486,33,university,defaulted
6403,43033.5,0.3333333333333333,53423,Yes,0.39096,27,high school,defaulted
6404,43854.166666666664,0.0,39723,No,0.20293,24,university,paid
6405,2470.0,-1.5,3999,Yes,0.012127777777777777,38,graduate school,paid
6406,4517.166666666667,-1.0,6916,No,0.008741666666666667,38,graduate school,defaulted
6407,25335.833333333332,1.0,35077,Yes,0.4173,35,high school,paid
6408,18672.666666666668,0.0,16926,No,0.35498,33,university,paid
6409,56176.0,0.0,74658,No,0.9110625,48,university,paid
6410,521.5,-1.5,0,No,0.004671428571428571,43,graduate school,paid
6411,282160.0,0.0,349125,No,0.9680914285714286,41,high school,paid
6412,109005.16666666667,0.0,131895,No,0.8259625,45,university,defaulted
6413,52760.666666666664,0.0,66874,No,1.8875285714285714,33,graduate school,defaulted
6414,140.0,-1.1666666666666667,0,Yes,0.006,33,graduate school,paid
6415,48834.666666666664,0.0,52690,No,0.6445,47,university,paid
6416,107963.0,1.3333333333333333,110109,Yes,0.9696,39,university,defaulted
6417,7321.0,-0.5,17355,No,0.11868,25,university,paid
6418,28799.333333333332,0.3333333333333333,27429,Yes,0.9695,38,graduate school,paid
6419,27668.833333333332,0.3333333333333333,28392,Yes,1.0479666666666667,27,university,paid
6420,80597.33333333333,0.3333333333333333,80012,Yes,0.408515,33,university,defaulted
6421,126686.66666666667,0.0,133789,No,0.47543103448275864,28,university,paid
6422,26893.333333333332,0.0,29549,No,0.12848636363636365,34,graduate school,paid
6423,18528.666666666668,-0.16666666666666666,9853,No,0.10221666666666666,28,graduate school,paid
6424,64863.833333333336,0.0,74223,No,0.144838,38,high school,paid
6425,4939.333333333333,-1.6666666666666667,7128,No,0.017166666666666667,39,university,paid
6426,101464.33333333333,1.5,100016,Yes,0.97562,24,graduate school,defaulted
6427,9115.833333333334,0.0,8002,No,0.07954,23,university,paid
6428,113341.5,0.6666666666666666,138910,Yes,0.9226769230769231,25,university,defaulted
6429,8104.666666666667,0.0,9042,No,1.0038,21,university,defaulted
6430,9652.833333333334,-0.8333333333333334,780,No,0.0,35,university,paid
6431,151147.0,0.0,191748,No,0.7080958333333334,37,graduate school,paid
6432,4184.5,-1.0,12237,No,0.6435,53,high school,paid
6433,3334.1666666666665,-1.1666666666666667,1925,No,0.025,38,graduate school,paid
6434,363.0,0.5,99,Yes,0.00066,39,graduate school,paid
6435,3699.3333333333335,0.6666666666666666,3872,Yes,0.023373913043478262,36,university,paid
6436,38558.5,-0.16666666666666666,49713,No,1.01162,26,university,paid
6437,10193.0,-0.5,10911,No,0.06154333333333333,35,university,paid
6438,368.6666666666667,-0.5,316,Yes,0.002872727272727273,54,university,paid
6439,867.5,-2.0,4533,No,0.0,33,graduate school,paid
6440,24520.0,0.0,0,Yes,0.20456,30,university,paid
6441,67150.33333333333,0.0,66915,No,0.9836,24,university,paid
6442,1227.5,-2.0,0,No,0.0,27,graduate school,paid
6443,108150.5,0.0,108159,No,0.9710181818181818,32,university,paid
6444,80812.33333333333,-0.16666666666666666,116183,No,0.96995,48,university,paid
6445,4060.8333333333335,-1.1666666666666667,15127,No,0.00945,45,graduate school,defaulted
6446,2781.3333333333335,-1.1666666666666667,9507,No,0.016942307692307694,46,other 2,paid
6447,7809.833333333333,-1.0,15485,No,0.04252413793103448,47,graduate school,paid
6448,13009.166666666666,0.0,17503,No,0.61225,22,university,paid
6449,44954.333333333336,0.0,46687,No,0.95662,22,high school,defaulted
6450,30342.5,0.0,33713,No,0.68874,23,university,paid
6451,6252.166666666667,-0.16666666666666666,3517,No,0.05461666666666667,23,graduate school,paid
6452,14324.166666666666,-0.6666666666666666,7401,No,0.01383939393939394,46,graduate school,paid
6453,37296.166666666664,0.6666666666666666,58844,Yes,0.7237833333333333,23,university,paid
6454,115910.66666666667,0.0,134733,No,0.6709722222222222,25,university,paid
6455,55802.833333333336,1.8333333333333333,53541,Yes,0.683675,28,graduate school,paid
6456,915.3333333333334,-0.5,0,Yes,0.0023155555555555555,32,graduate school,paid
6457,875.5,-2.0,5253,No,0.0,36,other 1,paid
6458,4557.5,-0.5,0,Yes,0.0,28,university,paid
6459,70827.16666666667,0.3333333333333333,67011,Yes,0.3885277777777778,47,high school,paid
6460,45288.666666666664,-0.6666666666666666,1630,No,0.17304473684210525,54,high school,paid
6461,290.0,-2.0,390,No,0.0026,45,university,paid
6462,302.6666666666667,-1.3333333333333333,886,No,0.0,52,graduate school,paid
6463,12924.5,-1.0,18958,No,0.0740125,34,university,paid
6464,104254.33333333333,0.0,118277,No,1.0083666666666666,29,university,paid
6465,209504.83333333334,0.0,261974,No,0.7450969696969697,34,graduate school,paid
6466,0.0,-1.5,0,Yes,0.0,49,university,paid
6467,5489.5,-0.6666666666666666,-36,Yes,0.036015,27,graduate school,paid
6468,249751.0,0.0,281544,No,0.8328617647058824,27,other 2,paid
6469,334.0,-1.1666666666666667,959,No,0.002255,34,graduate school,paid
6470,906.6666666666666,0.0,4763,Yes,0.03061875,34,high school,paid
6471,47829.333333333336,-1.0,77461,No,0.137562,48,university,paid
6472,27070.0,0.0,28287,No,0.57848,43,university,paid
6473,32050.166666666668,-0.16666666666666666,32192,No,0.1915,23,university,paid
6474,198674.0,0.5,234922,Yes,0.8761615384615384,29,graduate school,paid
6476,82498.66666666667,0.0,41057,Yes,0.027875,29,graduate school,paid
6477,107964.83333333333,-0.16666666666666666,91806,No,0.2639236842105263,32,graduate school,paid
6478,4565.333333333333,0.16666666666666666,7334,Yes,0.14688,29,high school,defaulted
6479,390.0,-1.0,390,No,0.003,40,university,paid
6480,48150.666666666664,0.0,-1256,Yes,0.5914909090909091,24,university,paid
6481,0.0,-1.5,0,Yes,0.0,23,graduate school,paid
6482,144303.16666666666,0.0,155260,No,0.7167631578947369,26,university,paid
6483,1604.8333333333333,-1.1666666666666667,2741,No,0.010870588235294118,46,university,defaulted
6484,34231.666666666664,-0.6666666666666666,179248,No,0.10291428571428571,25,other 1,paid
6485,38053.833333333336,0.6666666666666666,46277,Yes,0.95426,25,high school,paid
6486,10594.166666666666,0.3333333333333333,14064,Yes,0.62255,45,high school,defaulted
6487,19324.333333333332,-0.3333333333333333,33319,No,0.400825,26,university,defaulted
6488,3059.1666666666665,-0.8333333333333334,4417,No,0.011284,39,graduate school,paid
6489,71516.66666666667,0.5,59878,Yes,0.233392,31,university,defaulted
6490,12026.333333333334,0.0,6808,No,0.12396,34,high school,paid
6491,181700.83333333334,1.0,181387,Yes,0.5722833333333334,38,university,paid
6492,29686.166666666668,2.3333333333333335,27975,Yes,0.9968666666666667,40,university,defaulted
6493,39599.666666666664,0.5,61220,Yes,1.12776,34,university,paid
6494,725.3333333333334,-2.0,-117,No,0.014294444444444445,35,university,paid
6495,7778.666666666667,-0.3333333333333333,9014,No,0.19216,28,other 2,paid
6496,8052.666666666667,0.0,6066,No,0.14322,46,high school,paid
6497,150674.66666666666,0.3333333333333333,184276,Yes,1.0081052631578948,40,university,paid
6498,1523.5,-1.1666666666666667,940,No,0.00087,32,university,paid
6499,138541.16666666666,0.3333333333333333,141057,Yes,1.030757142857143,26,university,paid
6500,8740.5,0.6666666666666666,6817,Yes,0.9119,47,high school,defaulted
6501,93214.66666666667,0.0,88545,No,0.5022388888888889,54,other 2,paid
6502,2533.0,-1.5,14460,No,0.0043411764705882355,29,high school,paid
6503,491.5,-1.3333333333333333,0,Yes,0.0,36,university,paid
6504,9992.666666666666,-1.0,9249,No,0.04681,32,university,paid
6505,452.5,-1.0,1085,No,0.0019176470588235294,42,university,defaulted
6506,6802.5,0.8333333333333334,5893,Yes,0.11306,52,university,paid
6507,1600.5,-1.0,2360,No,0.0,24,university,paid
6508,11501.333333333334,-0.5,21368,No,0.042188,36,university,paid
6509,1050.0,2.6666666666666665,1050,Yes,0.021,25,university,defaulted
6510,15898.333333333334,0.0,32562,No,0.291825,38,graduate school,paid
6511,1080.6666666666667,-1.0,780,No,0.0,61,university,paid
6513,520.0,-0.3333333333333333,780,Yes,0.002785714285714286,41,graduate school,paid
6514,223720.33333333334,0.5,292907,Yes,0.983696551724138,48,university,defaulted
6515,30479.5,0.0,48027,No,0.9745,41,university,defaulted
6516,1498.3333333333333,-0.16666666666666666,3213,No,0.2797,38,university,paid
6517,18352.166666666668,0.0,1195,Yes,0.0069125,27,university,paid
6518,21184.5,0.0,18535,No,0.92705,22,high school,defaulted
6519,20.0,-2.0,120,No,0.0,37,graduate school,paid
6520,7828.166666666667,0.0,9092,Yes,0.05438695652173913,37,graduate school,defaulted
6521,46323.5,0.0,60491,No,1.0219833333333332,24,high school,defaulted
6522,285.1666666666667,-0.8333333333333334,724,No,0.00034722222222222224,26,graduate school,paid
6523,57055.333333333336,0.0,46202,No,0.47239,36,university,paid
6524,25419.0,0.0,23467,No,0.8065,33,university,paid
6525,56213.333333333336,-0.16666666666666666,155285,No,0.4730969696969697,30,university,paid
6526,656.6666666666666,-0.16666666666666666,632,Yes,0.0158,24,graduate school,paid
6527,35819.5,1.8333333333333333,42053,Yes,0.5023125,49,university,paid
6528,42137.5,0.0,40145,No,0.4577111111111111,23,other 2,defaulted
6529,17868.333333333332,0.0,16740,No,0.87255,23,university,paid
6531,1352.3333333333333,-0.6666666666666666,3498,Yes,0.020375,28,university,paid
6532,1537.6666666666667,-1.0,2500,No,0.0,36,university,paid
6533,1778.1666666666667,-0.8333333333333334,1955,No,0.1265,27,university,paid
6534,39951.333333333336,0.0,51207,No,0.22663529411764705,35,graduate school,paid
6535,3608.8333333333335,0.0,3679,No,0.02617222222222222,26,university,paid
6536,41810.333333333336,0.0,98492,No,1.0019,29,university,paid
6537,20443.833333333332,-0.8333333333333334,16540,No,0.0032222222222222222,40,graduate school,paid
6538,307.6666666666667,-1.1666666666666667,875,No,0.0016304347826086956,28,university,paid
6539,79105.66666666667,1.3333333333333333,75709,Yes,1.0004125,28,graduate school,defaulted
6540,58376.333333333336,2.0,61432,Yes,0.9625166666666667,31,graduate school,defaulted
6541,1014.6666666666666,-1.0,420,No,0.0,52,high school,paid
6542,117780.66666666667,0.0,117029,No,0.9869916666666667,52,high school,paid
6543,7657.833333333333,-1.0,20849,No,0.008516279069767442,43,graduate school,paid
6544,88753.83333333333,0.0,89120,No,0.5314694444444444,32,high school,paid
6545,431.8333333333333,-1.0,396,No,0.00198,60,university,paid
6546,44626.833333333336,0.3333333333333333,40959,Yes,0.83992,26,university,paid
6547,32381.333333333332,-0.3333333333333333,70001,No,0.30542,36,university,paid
6548,6424.833333333333,0.0,12146,No,0.3849,46,graduate school,paid
6549,8409.0,0.0,5565,No,0.34205,23,graduate school,paid
6550,24932.833333333332,0.6666666666666666,52935,Yes,1.01892,24,university,defaulted
6551,25249.5,-0.16666666666666666,19713,No,0.08606923076923077,27,university,defaulted
6552,5736.0,0.0,1873,No,0.012078260869565217,30,high school,defaulted
6553,3897.8333333333335,-1.3333333333333333,19247,No,0.0072352941176470585,43,high school,paid
6554,5879.0,-1.8333333333333333,-124,No,0.0,28,graduate school,paid
6555,25261.666666666668,0.8333333333333334,24172,Yes,0.7832333333333333,38,graduate school,paid
6556,21339.166666666668,2.3333333333333335,16014,Yes,0.7737,22,university,defaulted
6557,858.5,-0.16666666666666666,655,Yes,0.0045461538461538465,50,high school,defaulted
6558,2397.3333333333335,-1.1666666666666667,1730,No,0.037733333333333334,30,high school,paid
6559,36532.666666666664,0.0,57259,No,0.20098260869565218,32,university,defaulted
6560,47351.166666666664,0.0,46889,No,0.3958,43,university,paid
6561,0.0,-2.0,0,No,0.0,63,graduate school,paid
6562,130491.0,0.0,150185,No,0.5256518518518518,29,university,paid
6563,56371.5,0.0,67474,No,0.9821428571428571,39,graduate school,paid
6564,55721.333333333336,0.3333333333333333,53234,Yes,0.9060166666666667,31,university,paid
6565,87210.83333333333,0.0,78128,No,0.45542222222222223,28,university,paid
6566,13513.333333333334,0.3333333333333333,30414,Yes,0.1509875,32,university,defaulted
6567,5234.333333333333,-1.0,14500,No,0.0,25,graduate school,paid
6568,35469.833333333336,-1.1666666666666667,53044,No,0.8526333333333334,48,university,paid
6569,11283.833333333334,0.8333333333333334,12961,Yes,0.24058,48,university,defaulted
6570,584.5,-0.6666666666666666,-2,Yes,0.0087125,56,university,paid
6571,25548.166666666668,0.0,28622,No,0.9406333333333333,22,university,paid
6572,32594.833333333332,0.0,32154,No,0.37245555555555554,26,graduate school,paid
6573,3558.3333333333335,-0.5,9768,No,0.06523076923076923,33,university,paid
6574,1807.5,-2.0,2780,No,0.013225,38,graduate school,paid
6575,14485.5,0.6666666666666666,11564,Yes,0.65315,23,university,defaulted
6576,1312.3333333333333,-1.0,1877,No,0.00822,31,high school,paid
6577,104193.5,0.0,120528,No,0.6253125,41,graduate school,paid
6578,12568.5,-1.3333333333333333,680,No,0.0,41,graduate school,paid
6579,29764.666666666668,1.0,50863,Yes,1.01774,25,university,defaulted
6580,17121.0,0.0,20052,No,0.2664,25,graduate school,paid
6581,217029.33333333334,2.3333333333333335,213732,Yes,0.9056125,40,high school,defaulted
6582,179093.5,2.0,172325,Yes,0.87041,29,university,defaulted
6583,781.3333333333334,-0.16666666666666666,184,Yes,0.01125,27,university,defaulted
6584,9931.0,-1.0,10425,No,0.04893076923076923,36,graduate school,paid
6585,54955.833333333336,0.6666666666666666,89296,Yes,1.01755,26,university,paid
6586,18439.833333333332,-0.8333333333333334,25988,No,0.0050416666666666665,42,high school,paid
6587,170100.5,-0.5,286469,No,1.0495535714285715,38,other 3,paid
6588,12251.333333333334,-0.3333333333333333,10221,No,0.023158333333333333,47,graduate school,paid
6589,2177.0,-0.5,440,No,0.0035214285714285716,34,graduate school,paid
6590,773.5,-0.8333333333333334,0,No,0.0016025,42,university,paid
6591,25008.0,0.16666666666666666,33343,Yes,0.62784,41,university,paid
6592,79208.66666666667,-2.0,186610,No,0.261502,45,graduate school,paid
6593,38308.5,0.0,48025,No,0.98256,56,university,paid
6594,1462.8333333333333,-0.5,1275,Yes,0.0110875,24,graduate school,paid
6595,71337.33333333333,1.5,84176,Yes,1.01895,23,university,paid
6596,16010.333333333334,0.0,13922,No,0.77165,50,university,paid
6597,79485.83333333333,0.0,81252,No,0.16253478260869567,27,graduate school,paid
6598,16465.5,-0.6666666666666666,47742,No,0.11268333333333333,33,graduate school,paid
6599,47734.333333333336,0.0,53456,No,0.44885,30,university,paid
6600,7723.666666666667,2.1666666666666665,7719,Yes,0.37275,24,university,paid
6601,43863.0,-0.16666666666666666,62381,No,0.11144827586206897,50,high school,paid
6602,25211.166666666668,0.0,33801,No,0.54054,38,university,paid
6603,13344.0,0.0,22065,No,0.11691,40,university,paid
6604,11893.333333333334,0.3333333333333333,17973,Yes,1.0241,27,high school,paid
6605,47153.5,0.0,43970,No,0.45756,43,graduate school,paid
6606,112340.66666666667,0.0,107350,No,0.4235153846153846,36,graduate school,paid
6607,18358.833333333332,1.5,21750,Yes,1.05635,27,university,paid
6608,8336.833333333334,0.3333333333333333,5964,Yes,0.7145,22,university,paid
6609,43157.166666666664,-2.0,46179,No,0.19724285714285714,47,graduate school,paid
6610,24211.166666666668,0.0,29645,No,0.21686923076923076,27,high school,paid
6611,39663.0,0.0,36497,No,0.2546,25,graduate school,paid
6612,291.0,-1.0,291,No,0.002425,33,graduate school,paid
6613,9349.0,0.0,7244,No,0.2755,25,university,paid
6614,119846.5,0.0,166071,No,0.529623076923077,31,university,paid
6615,351.0,-1.0,326,No,0.005433333333333333,34,high school,defaulted
6616,54143.0,0.0,105991,No,0.9606142857142858,52,high school,paid
6617,34593.0,0.6666666666666666,28290,Yes,0.27741818181818184,26,university,paid
6618,23761.666666666668,-0.5,8788,No,0.22737222222222223,37,university,paid
6619,2313.0,-2.0,6301,No,0.0,48,university,paid
6620,1227.6666666666667,-1.6666666666666667,622,No,0.011823076923076922,38,graduate school,paid
6621,24736.5,1.0,36329,Yes,0.73422,41,university,defaulted
6622,22512.333333333332,0.0,63115,No,0.3773666666666667,45,high school,paid
6623,9979.0,0.8333333333333334,6025,Yes,0.2893,24,university,defaulted
6624,15981.333333333334,-0.5,2731,Yes,0.015468181818181818,30,graduate school,paid
6625,3911.1666666666665,0.16666666666666666,2961,Yes,0.019783333333333333,27,graduate school,paid
6626,100906.0,0.0,98496,No,0.18818863636363636,40,university,paid
6627,58564.5,3.3333333333333335,60480,Yes,0.9994333333333333,37,university,paid
6628,9001.833333333334,-1.0,6749,No,0.02083421052631579,31,university,paid
6629,20786.0,2.0,19608,Yes,0.6898666666666666,44,high school,defaulted
6630,58626.833333333336,0.0,71708,No,0.6003916666666667,35,university,paid
6631,5291.333333333333,-2.0,4583,No,0.04611333333333333,29,graduate school,paid
6632,46827.5,0.3333333333333333,43314,Yes,0.4928222222222222,28,university,paid
6633,11919.5,-0.5,25000,No,0.0,34,university,paid
6634,5189.833333333333,-0.3333333333333333,7841,No,0.74,37,university,paid
6635,16502.833333333332,1.0,15166,Yes,0.7319,24,university,defaulted
6636,59832.5,2.0,57754,Yes,0.703225,41,high school,defaulted
6637,14917.666666666666,0.0,50724,No,0.0143,30,university,paid
6638,1346.8333333333333,-1.1666666666666667,0,Yes,0.0,27,high school,paid
6640,128817.66666666667,0.0,130705,No,1.0190153846153847,30,graduate school,defaulted
6641,60716.0,-0.5,135233,No,0.8127375,26,graduate school,paid
6642,151336.0,1.0,137218,Yes,0.70904,29,graduate school,paid
6643,17280.833333333332,0.3333333333333333,14897,Yes,0.8756,29,graduate school,paid
6644,33463.166666666664,0.0,47060,No,0.96962,56,university,paid
6645,29918.166666666668,1.8333333333333333,27882,Yes,0.9645666666666667,46,university,defaulted
6646,130739.66666666667,0.0,130767,No,0.9639,29,university,paid
6647,12495.333333333334,1.8333333333333333,11569,Yes,0.069325,45,university,paid
6648,2661.0,-1.1666666666666667,3244,No,0.020339024390243904,33,graduate school,paid
6649,7661.333333333333,-0.6666666666666666,8144,No,0.02445,30,graduate school,paid
6650,47731.833333333336,0.0,47404,No,0.97572,36,university,paid
6651,110667.83333333333,0.0,107221,No,0.9954,29,university,paid
6652,208974.16666666666,0.0,219884,No,0.42174716981132077,50,high school,paid
6653,30536.166666666668,0.0,46982,No,0.484225,40,university,defaulted
6654,127561.16666666667,0.3333333333333333,204297,Yes,0.5601473684210526,26,graduate school,defaulted
6655,6900.666666666667,-1.0,4101,No,0.022152,58,university,paid
6656,1943.1666666666667,-0.6666666666666666,0,Yes,0.01074074074074074,30,high school,paid
6657,17521.666666666668,0.6666666666666666,17368,Yes,0.84005,26,university,paid
6658,26147.0,0.6666666666666666,27764,Yes,0.30766666666666664,39,university,defaulted
6659,4583.833333333333,0.8333333333333334,6898,Yes,0.7642,44,university,paid
6660,5028.166666666667,0.0,4062,No,0.016071875,36,university,paid
6661,17516.833333333332,-0.6666666666666666,42740,No,0.24234736842105264,33,graduate school,paid
6662,8782.833333333334,-1.3333333333333333,6347,No,0.0,39,graduate school,defaulted
6663,141059.33333333334,0.0,145563,No,0.8186,30,university,paid
6664,2078.5,-1.5,898,No,0.03214722222222222,33,graduate school,paid
6665,11479.666666666666,0.16666666666666666,40496,Yes,0.025866666666666666,30,university,paid
6666,41096.166666666664,0.8333333333333334,45608,Yes,0.89238,57,graduate school,defaulted
6667,38097.666666666664,1.8333333333333333,39966,Yes,0.75168,39,university,paid
6668,42163.833333333336,0.0,42257,No,0.88486,51,high school,paid
6669,24461.666666666668,-0.3333333333333333,47664,No,0.11232941176470589,30,university,paid
6670,25039.333333333332,-0.5,111710,No,0.0390125,26,graduate school,paid
6671,644.0,-0.5,326,Yes,0.001417391304347826,42,graduate school,paid
6672,3662.5,-1.0,643,No,0.004883333333333333,31,graduate school,paid
6673,24064.5,1.5,26921,Yes,0.9269666666666667,34,graduate school,paid
6674,13626.166666666666,-1.0,21027,No,0.11486666666666667,34,graduate school,paid
6675,761.8333333333334,-0.8333333333333334,0,Yes,0.0,32,university,paid
6676,100758.16666666667,0.3333333333333333,99342,Yes,0.4738380952380952,30,graduate school,paid
6677,16345.666666666666,0.5,17231,Yes,0.79485,24,high school,paid
6678,18259.166666666668,0.0,16560,No,0.8639,42,university,defaulted
6679,3183.3333333333335,0.16666666666666666,4382,Yes,0.017927272727272726,25,graduate school,paid
6680,90518.66666666667,0.0,88014,No,0.6842384615384616,39,university,paid
6681,77770.0,0.0,77857,No,1.000025,28,university,paid
6682,12957.666666666666,0.5,12564,Yes,0.60385,36,university,defaulted
6683,8989.833333333334,0.3333333333333333,4711,Yes,0.9617,38,graduate school,defaulted
6684,12200.166666666666,-1.0,5480,No,0.06574444444444444,37,university,paid
6685,85674.83333333333,0.0,140888,No,0.5133785714285715,29,university,paid
6686,92154.16666666667,2.0,124820,Yes,0.5760909090909091,29,graduate school,defaulted
6687,213203.0,1.6666666666666667,215521,Yes,0.8103653846153847,42,university,defaulted
6688,9056.833333333334,0.16666666666666666,15526,Yes,0.49743333333333334,40,university,paid
6689,15407.166666666666,-1.3333333333333333,21523,No,0.02962,29,university,paid
6690,152144.5,0.0,153720,No,1.0036,47,high school,paid
6691,48212.166666666664,0.0,47269,No,0.28555,38,high school,paid
6692,5123.833333333333,-0.16666666666666666,0,Yes,0.0066,26,university,paid
6693,114241.33333333333,-0.3333333333333333,18958,No,0.009428571428571429,42,graduate school,paid
6694,8364.666666666666,0.0,6716,No,0.15474,24,university,paid
6695,798.5,-1.1666666666666667,1352,Yes,0.007933333333333334,43,graduate school,paid
6696,27726.333333333332,0.0,60528,Yes,0.2132,31,university,paid
6697,21681.333333333332,0.0,37170,No,0.6153,27,high school,paid
6698,10656.833333333334,-2.0,51632,No,0.05159473684210526,29,high school,paid
6699,130.0,-1.1666666666666667,0,Yes,0.0,43,university,paid
6700,80360.16666666667,0.3333333333333333,88420,Yes,0.89705,25,university,defaulted
6701,19927.0,0.0,17166,No,0.6192666666666666,45,university,paid
6702,66838.66666666667,3.3333333333333335,71310,Yes,0.34838,30,university,defaulted
6703,26987.0,0.0,25107,No,0.8770666666666667,27,graduate school,paid
